Employee_ID,Age,Department,Job_Role,Monthly_Income,Years_At_Company,Job_Satisfaction,OverTime,Business_Travel,Performance_Rating,Attrition
10731,36,Human Resources,Sales Executive,7090,16,2,No,Travel_Rarely,3,No
10732,40,Research & Development,HR Specialist,5840,0,2,No,Rarely,3,No
10733,43,Human Resources,Analyst,5488,22,4,No,Travel_Rarely,3,No
10734,55,Research & Development,Developer,5651,20,1,No,Travel_Rarely,3,No
10735,38,Research & Development,Sales Executive,14219,21,2,Yes,Travel_Rarely,3,No
10736,33,Human Resources,Developer,5515,12,1,No,Travel_Rarely,3,No
10737,46,Human Resources,Developer,11513,7,1,No,Travel_Rarely,3,No
10738,38,Research & Development,Analyst,8845,12,3,No,Travel_Rarely,3,No
10739,31,Sales,HR Specialist,6074,15,1,No,Frequently,3,No
10740,49,Research & Development,Analyst,10338,1,1,Yes,Travel_Rarely,3,No
10741,39,Human Resources,HR Specialist,14479,12,1,No,Travel_Rarely,3,No
10742,39,Research & Development,Sales Executive,17484,17,1,No,Travel_Rarely,3,No
10743,53,Research & Development,Analyst,4108,2,1,Yes,Travel_Rarely,3,No
10744,35,Human Resources,Analyst,3059,12,4,No,Travel_Rarely,3,No
10745,37,Human Resources,Research Scientist,15829,18,3,No,Frequently,3,No
10746,39,Research & Development,Manager,9121,12,2,No,Travel_Rarely,3,Yes
10747,37,Research & Development,Analyst,14755,18,3,No,Frequently,3,No
10748,38,Research & Development,Research Scientist,17323,3,3,No,Travel_Rarely,3,No
10749,28,Research & Development,Manager,9626,18,2,No,Travel_Rarely,3,No
10750,33,Research & Development,HR Specialist,17614,17,1,Yes,Travel_Rarely,3,No
10751,55,Research & Development,HR Specialist,8065,24,2,No,Travel_Rarely,4,No
10752,31,Research & Development,HR Specialist,6935,5,1,Yes,Travel_Rarely,3,No
10753,26,Sales,Research Scientist,8150,18,2,No,Frequently,3,Yes
10754,42,Sales,Research Scientist,11303,24,4,No,Travel_Rarely,3,No
10755,24,Research & Development,Manager,12855,3,3,No,Frequently,3,No
10756,40,Research & Development,HR Specialist,4381,3,1,No,Travel_Rarely,3,No
10757,56,Research & Development,Developer,6669,23,3,Yes,Frequently,3,No
10758,27,Sales,Analyst,6363,6,1,No,Travel_Rarely,4,No
10759,35,Research & Development,Research Scientist,9936,6,2,No,Travel_Rarely,3,No
10760,25,Sales,Research Scientist,6208,22,2,No,Travel_Rarely,3,No
10761,39,Research & Development,Research Scientist,16951,15,2,No,Frequently,3,No
10762,50,Research & Development,Manager,4209,15,4,No,Travel_Rarely,4,No
10763,56,Research & Development,HR Specialist,10360,4,2,No,Travel_Rarely,3,Yes
10764,59,Research & Development,Developer,12453,14,2,No,Travel_Rarely,3,No
10765,37,Research & Development,Analyst,4192,22,4,No,Frequently,3,No
10766,41,Research & Development,Analyst,16822,3,3,No,Travel_Rarely,3,No
10767,45,Research & Development,HR Specialist,11937,23,3,No,Travel_Rarely,3,No
10768,56,Sales,Developer,2625,24,1,No,Frequently,4,Yes
10769,40,Sales,Manager,15444,12,3,Yes,Travel_Rarely,3,No
10770,25,Research & Development,Research Scientist,3699,18,1,No,Travel_Rarely,3,No
10771,54,Sales,Research Scientist,8592,6,1,No,Travel_Rarely,4,Yes
10772,23,Sales,HR Specialist,5211,11,3,Yes,Frequently,3,No
10773,34,Research & Development,Analyst,14138,8,3,Yes,Frequently,3,No
10774,51,Research & Development,Research Scientist,11682,16,4,No,Frequently,3,No
10775,55,Research & Development,Analyst,13757,1,1,Yes,Travel_Rarely,3,Yes
10776,51,Research & Development,Analyst,15646,15,3,No,Travel_Rarely,3,No
10777,45,Sales,HR Specialist,12213,6,3,No,Travel_Rarely,4,No
10778,54,Human Resources,Sales Executive,8728,17,4,No,Travel_Rarely,3,No
10779,31,Sales,Sales Executive,8495,6,3,Yes,Rarely,3,No
10780,39,Research & Development,Sales Executive,10682,0,2,No,Rarely,3,Yes
10781,40,Sales,Developer,8002,2,2,No,Travel_Rarely,3,No
10782,28,Research & Development,HR Specialist,15420,20,1,No,Travel_Rarely,3,No
10783,40,Research & Development,Analyst,8260,10,4,No,Travel_Rarely,3,No
10784,45,Sales,Research Scientist,8082,21,3,Yes,Travel_Rarely,3,No
10785,36,Research & Development,Developer,4998,14,1,No,Frequently,3,No
10786,44,Sales,Sales Executive,5065,24,3,Yes,Travel_Rarely,3,Yes
10787,25,Research & Development,Manager,9489,24,2,No,Travel_Rarely,3,No
10788,59,Research & Development,Developer,7290,2,3,No,Travel_Rarely,3,No
10789,25,Sales,Developer,13289,23,3,No,Travel_Rarely,3,No
10790,26,Research & Development,HR Specialist,7524,12,3,No,Frequently,3,No
10791,44,Sales,Research Scientist,10807,3,2,No,Travel_Rarely,3,No
10792,58,Research & Development,Developer,3531,22,2,No,Travel_Rarely,3,No
10793,32,Research & Development,Research Scientist,3741,21,4,No,Travel_Rarely,3,No
10794,32,Research & Development,HR Specialist,4242,7,2,No,Frequently,3,No
10795,34,Human Resources,Manager,8209,21,1,No,Travel_Rarely,3,No
10796,35,Research & Development,Analyst,8499,3,3,No,Travel_Rarely,3,No
10797,29,Human Resources,Analyst,17239,17,2,No,Travel_Rarely,3,No
10798,46,Research & Development,Sales Executive,14330,6,1,No,Travel_Rarely,3,No
10799,39,Research & Development,Sales Executive,15091,10,2,No,Travel_Rarely,3,No
10800,39,Research & Development,Manager,6590,3,3,Yes,Travel_Rarely,3,No
10801,31,Research & Development,Analyst,16278,12,1,No,Travel_Rarely,3,No
10802,28,Research & Development,Sales Executive,12667,8,2,Yes,Frequently,3,No
10803,35,Sales,Research Scientist,10660,8,2,No,Travel_Rarely,3,No
10804,36,Sales,Developer,9383,22,1,No,Travel_Rarely,3,No
10805,37,Research & Development,HR Specialist,14875,20,4,No,Travel_Rarely,3,No
10806,23,Research & Development,Sales Executive,7629,18,1,No,Travel_Rarely,3,No
10807,51,Research & Development,Manager,6903,2,1,No,Travel_Rarely,3,Yes
10808,51,Sales,Analyst,9077,24,1,No,Travel_Rarely,3,No
10809,39,Research & Development,Manager,7397,24,1,No,Frequently,3,No
10810,52,Human Resources,HR Specialist,2663,11,2,No,Frequently,3,No
10811,34,Sales,HR Specialist,5810,10,1,No,Travel_Rarely,4,No
10812,41,Sales,Manager,5888,19,1,No,Travel_Rarely,3,No
10813,56,Human Resources,Sales Executive,3495,10,3,No,Travel_Rarely,4,No
10814,44,Research & Development,Sales Executive,17491,16,2,No,Travel_Rarely,3,Yes
10815,54,Research & Development,Analyst,16146,20,3,No,Travel_Rarely,3,No
10816,59,Human Resources,Research Scientist,8661,13,2,No,Travel_Rarely,3,Yes
10817,56,Research & Development,Analyst,15882,15,4,No,Travel_Rarely,3,No
10818,57,Sales,Developer,15986,23,4,No,Travel_Rarely,3,No
10819,41,Research & Development,Research Scientist,4377,9,2,No,Travel_Rarely,4,No
10820,24,Research & Development,Developer,12515,3,4,No,Travel_Rarely,4,No
10821,29,Human Resources,Analyst,15598,9,4,No,Travel_Rarely,3,No
10822,53,Sales,Research Scientist,17174,19,2,Yes,Travel_Rarely,3,Yes
10823,50,Research & Development,Research Scientist,10603,11,1,No,Travel_Rarely,4,No
10824,28,Research & Development,Developer,12987,8,3,Yes,Travel_Rarely,4,No
10825,23,Research & Development,Manager,5764,14,2,Yes,Travel_Rarely,3,Yes
10826,42,Research & Development,Sales Executive,3848,8,2,Yes,Travel_Rarely,3,No
10827,27,Human Resources,Research Scientist,17141,6,2,Yes,Travel_Rarely,3,Yes
10828,49,Research & Development,Research Scientist,12495,23,3,No,Travel_Rarely,3,Yes
10829,57,Research & Development,Developer,4751,11,2,No,Frequently,3,No
10830,53,Human Resources,Research Scientist,13592,19,3,No,Travel_Rarely,3,No
10831,30,Sales,Developer,9790,23,3,No,Frequently,3,No
10832,32,Human Resources,Manager,12285,13,4,No,Travel_Rarely,3,No
10833,44,Research & Development,Research Scientist,10518,21,1,No,Travel_Rarely,3,No
10834,32,Research & Development,HR Specialist,9090,15,4,No,Travel_Rarely,4,Yes
10835,23,Research & Development,Analyst,17548,18,2,No,Travel_Rarely,4,No
10836,24,Human Resources,Manager,10158,22,2,No,Travel_Rarely,3,No
10837,32,Sales,HR Specialist,2932,2,3,Yes,Travel_Rarely,3,No
10838,56,Research & Development,Manager,8243,10,4,Yes,Travel_Rarely,3,No
10839,36,Research & Development,Sales Executive,7747,22,3,No,Travel_Rarely,3,No
10840,32,Research & Development,Manager,10215,20,4,No,Travel_Rarely,3,No
10841,52,Research & Development,Manager,6317,19,4,Yes,Travel_Rarely,3,No
10842,49,Human Resources,Sales Executive,15609,18,4,Yes,Travel_Rarely,3,No
10843,49,Human Resources,Research Scientist,3570,7,4,Yes,Frequently,3,No
10844,53,Research & Development,Analyst,7100,19,4,No,Travel_Rarely,3,No
10845,46,Research & Development,HR Specialist,10806,7,1,No,Travel_Rarely,4,No
10846,41,Research & Development,Developer,12131,2,2,No,Travel_Rarely,3,Yes
10847,49,Sales,Analyst,12482,9,4,Yes,Frequently,3,Yes
10848,46,Research & Development,Manager,3494,12,4,No,Travel_Rarely,3,No
10849,32,Research & Development,Developer,6818,8,3,Yes,Travel_Rarely,3,No
10850,40,Research & Development,Sales Executive,7231,5,2,No,Travel_Rarely,3,No
10851,49,Research & Development,Analyst,8568,14,2,Yes,Travel_Rarely,3,No
10852,22,Research & Development,Research Scientist,10170,15,2,No,Travel_Rarely,3,No
10853,26,Sales,HR Specialist,7267,4,4,No,Travel_Rarely,3,No
10854,31,Research & Development,Analyst,3457,20,3,No,Travel_Rarely,3,No
10855,55,Research & Development,Analyst,15720,12,2,No,Travel_Rarely,3,No
10856,57,Human Resources,Research Scientist,10787,18,3,No,Travel_Rarely,3,No
10857,23,Human Resources,Developer,4654,1,1,Yes,Frequently,3,No
10858,39,Human Resources,Sales Executive,3131,5,1,No,Travel_Rarely,3,No
10859,34,Human Resources,Research Scientist,14376,0,3,No,Travel_Rarely,4,No
10860,26,Sales,Sales Executive,12393,14,4,No,Travel_Rarely,3,Yes
10861,41,Research & Development,Research Scientist,8545,14,2,No,Travel_Rarely,3,Yes
10862,23,Sales,Analyst,3197,13,1,No,Travel_Rarely,4,No
10863,32,Research & Development,Sales Executive,2531,6,1,No,Frequently,3,No
10864,51,Research & Development,Developer,8709,4,3,Yes,Travel_Rarely,3,Yes
10865,53,Research & Development,Developer,15990,19,4,No,Travel_Rarely,3,No
10866,53,Research & Development,HR Specialist,7374,24,3,Yes,Rarely,3,No
10867,59,Sales,Sales Executive,8062,15,3,No,Frequently,3,No
10868,49,Sales,HR Specialist,15703,16,3,No,Frequently,3,No
10869,31,Sales,Research Scientist,11240,10,3,Yes,Travel_Rarely,3,No
10870,43,Sales,Manager,4748,14,3,No,Frequently,3,No
10871,38,Sales,Developer,12585,19,4,No,Travel_Rarely,3,No
10872,43,Research & Development,Analyst,8692,15,3,No,Travel_Rarely,3,No
10873,40,Research & Development,Developer,13526,2,4,Yes,Travel_Rarely,3,No
10874,38,Research & Development,Manager,17786,5,2,No,Travel_Rarely,4,No
10875,45,Research & Development,Analyst,12395,20,2,No,Travel_Rarely,3,No
10876,57,Sales,Sales Executive,8906,22,2,No,Travel_Rarely,3,No
10877,53,Human Resources,Sales Executive,3656,12,2,No,Travel_Rarely,3,No
10878,57,Research & Development,Developer,16818,0,1,Yes,Travel_Rarely,3,Yes
10879,49,Research & Development,Analyst,16621,20,4,No,Travel_Rarely,3,Yes
10880,35,Human Resources,Research Scientist,11035,13,2,No,Travel_Rarely,3,No
10881,57,Research & Development,Analyst,7795,1,1,No,Travel_Rarely,3,No
10882,27,Sales,HR Specialist,14764,1,4,Yes,Travel_Rarely,4,Yes
10883,30,Research & Development,Manager,14154,14,1,No,Travel_Rarely,4,No
10884,42,Sales,Sales Executive,8654,17,1,No,Travel_Rarely,3,No
10885,33,Sales,Developer,4748,8,3,No,Travel_Rarely,3,No
10886,51,Sales,Analyst,11636,2,1,No,Travel_Rarely,3,No
10887,52,Human Resources,Sales Executive,15713,3,1,No,Rarely,3,No
10888,25,Human Resources,Developer,14572,14,4,No,Travel_Rarely,3,No
10889,52,Sales,Sales Executive,12742,4,1,Yes,Travel_Rarely,4,No
10890,48,Research & Development,Developer,5785,19,3,No,Travel_Rarely,3,Yes
10891,46,Human Resources,Sales Executive,13547,19,2,No,Travel_Rarely,3,No
10892,26,Research & Development,Research Scientist,12022,4,2,No,Travel_Rarely,3,No
10893,27,Research & Development,HR Specialist,4503,9,4,Yes,Travel_Rarely,4,Yes
10894,26,Research & Development,Manager,6115,15,4,No,Travel_Rarely,3,No
10895,48,Research & Development,Sales Executive,17395,24,1,No,Travel_Rarely,4,No
10896,29,Research & Development,Manager,12479,11,4,Yes,Travel_Rarely,4,Yes
10897,30,Research & Development,Sales Executive,12938,24,1,No,Rarely,3,No
10898,36,Research & Development,Analyst,16727,13,4,No,Travel_Rarely,3,No
10899,57,Research & Development,HR Specialist,6172,21,2,Yes,Travel_Rarely,3,No
10900,28,Research & Development,Research Scientist,16944,10,2,No,Rarely,3,Yes
10901,53,Sales,HR Specialist,9958,18,2,No,Travel_Rarely,3,No
10902,29,Research & Development,Manager,4655,5,2,No,Travel_Rarely,3,No
10903,36,Sales,Analyst,5979,9,1,Yes,Travel_Rarely,3,Yes
10904,58,Research & Development,Developer,17387,19,1,No,Travel_Rarely,3,No
10905,40,Research & Development,HR Specialist,13712,2,1,No,Travel_Rarely,3,No
10906,27,Research & Development,Research Scientist,2551,21,2,No,Travel_Rarely,3,No
10907,40,Human Resources,Analyst,4659,14,3,No,Rarely,3,Yes
10908,49,Research & Development,Analyst,6890,10,2,No,Travel_Rarely,3,No
10909,38,Human Resources,Manager,6151,21,2,Yes,Rarely,3,No
10910,40,Research & Development,Research Scientist,9856,1,3,No,Rarely,3,No
10911,52,Sales,Analyst,14607,24,3,No,Frequently,3,No
10912,32,Human Resources,Analyst,4612,23,4,No,Travel_Rarely,4,No
10913,36,Research & Development,Developer,13313,5,2,No,Travel_Rarely,3,No
10914,31,Research & Development,Manager,15252,16,3,No,Travel_Rarely,3,No
10915,44,Research & Development,Manager,17093,17,4,No,Travel_Rarely,3,No
10916,24,Research & Development,Research Scientist,8265,3,3,No,Travel_Rarely,3,No
10917,24,Sales,Analyst,17839,22,3,No,Travel_Rarely,4,No
10918,39,Research & Development,Developer,15421,8,4,Yes,Travel_Rarely,3,No
10919,46,Sales,Sales Executive,3854,9,2,No,Travel_Rarely,3,No
10920,41,Research & Development,HR Specialist,8120,20,4,No,Travel_Rarely,3,No
10921,50,Research & Development,Manager,6254,1,2,No,Travel_Rarely,3,No
10922,43,Research & Development,Developer,2709,10,3,No,Travel_Rarely,3,No
10923,36,Sales,Research Scientist,8732,10,4,No,Travel_Rarely,3,No
10924,31,Research & Development,Developer,10346,10,1,No,Travel_Rarely,3,No
10925,42,Research & Development,Analyst,8671,0,3,No,Travel_Rarely,3,No
10926,50,Research & Development,HR Specialist,2737,13,4,No,Travel_Rarely,3,Yes
10927,53,Research & Development,Manager,11027,0,3,Yes,Rarely,4,Yes
10928,31,Human Resources,Sales Executive,16898,20,4,No,Travel_Rarely,3,No
10929,34,Sales,Analyst,14530,22,2,No,Rarely,3,No
10930,44,Research & Development,Manager,10575,24,1,No,Travel_Rarely,3,No
10931,44,Sales,Research Scientist,4076,8,3,Yes,Frequently,3,No
10932,52,Research & Development,Manager,11191,23,1,Yes,Travel_Rarely,4,No
10933,25,Research & Development,Developer,12256,0,2,No,Rarely,3,No
10934,24,Research & Development,HR Specialist,11482,20,4,No,Travel_Rarely,4,No
10935,42,Sales,Sales Executive,6040,21,1,No,Travel_Rarely,3,No
10936,23,Research & Development,HR Specialist,17427,21,4,No,Frequently,3,No
10937,25,Research & Development,Developer,13814,3,2,No,Travel_Rarely,3,No
10938,22,Research & Development,Sales Executive,11827,0,3,No,Frequently,3,No
10939,36,Research & Development,Sales Executive,14636,18,2,No,Frequently,3,No
10940,54,Research & Development,Analyst,13040,9,1,Yes,Travel_Rarely,3,No
10941,27,Research & Development,Sales Executive,9757,14,1,No,Travel_Rarely,3,No
10942,28,Sales,Manager,15016,19,1,No,Travel_Rarely,4,No
10943,40,Sales,HR Specialist,2649,3,4,No,Rarely,3,Yes
10944,22,Research & Development,Research Scientist,16566,19,3,No,Frequently,3,No
10945,40,Research & Development,Research Scientist,17997,13,1,Yes,Travel_Rarely,4,No
10946,47,Sales,HR Specialist,13898,4,1,No,Travel_Rarely,3,No
10947,33,Sales,Analyst,14220,14,1,No,Travel_Rarely,3,No
10948,43,Research & Development,Sales Executive,4124,14,2,No,Travel_Rarely,3,No
10949,34,Research & Development,Developer,10161,24,1,No,Travel_Rarely,3,No
10950,49,Research & Development,Manager,5074,15,2,No,Travel_Rarely,4,No
10951,35,Research & Development,Analyst,6928,15,1,No,Travel_Rarely,4,No
10952,43,Sales,Sales Executive,10029,3,2,No,Travel_Rarely,3,No
10953,51,Sales,Research Scientist,6769,24,4,No,Travel_Rarely,3,No
10954,41,Research & Development,Developer,10269,8,4,No,Travel_Rarely,3,No
10955,48,Research & Development,Sales Executive,13976,0,2,Yes,Travel_Rarely,4,No
10956,59,Research & Development,Analyst,16154,4,3,Yes,Travel_Rarely,3,Yes
10957,55,Research & Development,Developer,4608,8,3,No,Travel_Rarely,3,No
10958,58,Research & Development,Developer,6447,19,2,Yes,Travel_Rarely,3,Yes
10959,22,Human Resources,Developer,10399,4,4,Yes,Frequently,3,No
10960,36,Research & Development,Developer,15872,3,2,No,Travel_Rarely,3,No
10961,53,Research & Development,Sales Executive,7414,15,3,Yes,Travel_Rarely,3,No
10962,29,Research & Development,Developer,16489,1,2,No,Travel_Rarely,3,No
10963,54,Research & Development,Sales Executive,9167,15,4,No,Travel_Rarely,4,No
10964,39,Research & Development,Developer,4763,17,3,No,Frequently,3,No
10965,50,Research & Development,Developer,12304,1,3,No,Rarely,4,No
10966,53,Research & Development,Analyst,6315,15,1,No,Travel_Rarely,3,No
10967,54,Research & Development,Sales Executive,15411,0,1,No,Travel_Rarely,3,No
10968,26,Sales,Research Scientist,3077,15,3,No,Travel_Rarely,3,No
10969,39,Sales,Sales Executive,17529,2,3,No,Frequently,3,No
10970,31,Research & Development,HR Specialist,2922,14,2,No,Travel_Rarely,4,No
10971,57,Sales,Research Scientist,5263,10,4,No,Travel_Rarely,3,No
10972,54,Research & Development,Analyst,16182,9,3,No,Travel_Rarely,3,Yes
10973,44,Research & Development,Sales Executive,3729,16,4,No,Travel_Rarely,4,No
10974,26,Research & Development,Analyst,5676,3,3,Yes,Travel_Rarely,4,No
10975,55,Human Resources,Research Scientist,11445,16,4,No,Travel_Rarely,3,No
10976,45,Research & Development,Analyst,15534,3,1,Yes,Travel_Rarely,4,No
10977,38,Research & Development,Analyst,3187,18,3,No,Frequently,3,No
10978,52,Sales,Manager,3222,24,2,No,Travel_Rarely,3,No
10979,28,Research & Development,Sales Executive,16354,0,4,No,Travel_Rarely,3,No
10980,38,Sales,Analyst,3246,13,3,Yes,Travel_Rarely,3,No
10981,49,Research & Development,Manager,6837,23,1,No,Travel_Rarely,3,No
10982,59,Sales,Manager,5212,10,1,Yes,Travel_Rarely,3,Yes
10983,43,Research & Development,Developer,3207,24,1,No,Travel_Rarely,3,Yes
10984,36,Research & Development,Developer,11126,6,1,No,Travel_Rarely,4,No
10985,58,Sales,Research Scientist,15568,16,3,Yes,Travel_Rarely,3,No
10986,36,Research & Development,Sales Executive,2983,3,2,No,Travel_Rarely,4,No
10987,46,Research & Development,Developer,14210,9,4,Yes,Travel_Rarely,3,No
10988,42,Research & Development,Research Scientist,17219,16,2,No,Travel_Rarely,3,No
10989,59,Research & Development,Sales Executive,4033,3,4,Yes,Travel_Rarely,3,No
10990,23,Research & Development,Research Scientist,2669,18,2,Yes,Travel_Rarely,3,No
10991,48,Research & Development,Manager,3520,17,3,Yes,Rarely,4,Yes
10992,53,Research & Development,Manager,9593,16,3,Yes,Travel_Rarely,3,No
10993,42,Research & Development,Sales Executive,15656,5,4,No,Travel_Rarely,3,Yes
10994,25,Sales,Research Scientist,8966,6,3,No,Travel_Rarely,4,No
10995,40,Research & Development,Research Scientist,3347,5,4,No,Travel_Rarely,3,No
10996,23,Research & Development,Developer,16285,24,2,Yes,Rarely,3,Yes
10997,47,Human Resources,Developer,11387,11,3,No,Travel_Rarely,3,No
10998,55,Human Resources,Sales Executive,17194,8,3,No,Rarely,4,Yes
10999,35,Research & Development,HR Specialist,5846,17,4,No,Travel_Rarely,4,No
11000,36,Research & Development,Developer,6513,1,4,No,Frequently,3,No
11001,41,Research & Development,Analyst,10578,24,4,No,Frequently,3,No
11002,55,Research & Development,Developer,2531,16,4,Yes,Frequently,4,No
11003,57,Research & Development,HR Specialist,10868,20,1,No,Travel_Rarely,3,No
11004,40,Research & Development,Research Scientist,13656,0,4,No,Travel_Rarely,3,No
11005,30,Research & Development,Manager,12804,22,1,No,Travel_Rarely,3,No
11006,28,Research & Development,Manager,10377,8,2,Yes,Travel_Rarely,4,No
11007,51,Research & Development,Research Scientist,8670,5,4,Yes,Travel_Rarely,3,No
11008,34,Sales,Manager,10330,1,1,No,Travel_Rarely,3,No
11009,48,Sales,Developer,14578,5,1,Yes,Travel_Rarely,3,No
11010,56,Research & Development,Manager,12194,8,1,Yes,Travel_Rarely,3,No
11011,34,Research & Development,HR Specialist,4815,2,3,No,Travel_Rarely,4,No
11012,36,Research & Development,HR Specialist,13336,15,1,No,Travel_Rarely,3,No
11013,30,Research & Development,Developer,17847,24,4,No,Travel_Rarely,4,No
11014,44,Research & Development,Research Scientist,2565,23,4,Yes,Travel_Rarely,3,No
11015,57,Sales,Analyst,14920,14,4,No,Travel_Rarely,3,No
11016,24,Research & Development,Developer,4428,11,1,Yes,Travel_Rarely,3,No
11017,55,Research & Development,Manager,7511,22,1,No,Travel_Rarely,3,Yes
11018,40,Research & Development,Developer,10033,7,3,No,Travel_Rarely,3,No
11019,49,Research & Development,HR Specialist,8725,5,2,No,Rarely,3,No
11020,44,Sales,Developer,16704,2,3,No,Travel_Rarely,3,No
11021,28,Research & Development,Developer,16642,22,4,No,Travel_Rarely,3,No
11022,33,Sales,Analyst,17817,3,4,Yes,Frequently,4,Yes
11023,35,Research & Development,HR Specialist,7947,9,4,Yes,Travel_Rarely,3,No
11024,36,Research & Development,Sales Executive,17957,13,3,No,Travel_Rarely,3,No
11025,24,Research & Development,Sales Executive,3084,20,4,Yes,Travel_Rarely,3,No
11026,36,Research & Development,HR Specialist,8970,23,4,No,Travel_Rarely,4,No
11027,45,Research & Development,Sales Executive,9185,14,4,Yes,Travel_Rarely,3,No
11028,29,Research & Development,Manager,7744,6,1,No,Travel_Rarely,3,No
11029,26,Research & Development,Sales Executive,17045,6,2,No,Travel_Rarely,3,No
11030,25,Sales,Manager,10654,7,1,No,Travel_Rarely,3,No
11031,35,Research & Development,HR Specialist,10451,9,1,No,Travel_Rarely,3,No
11032,37,Human Resources,Sales Executive,4248,18,2,Yes,Travel_Rarely,4,No
11033,41,Research & Development,Sales Executive,16968,18,2,No,Travel_Rarely,3,No
11034,45,Research & Development,Research Scientist,10170,1,3,No,Rarely,3,No
11035,27,Research & Development,Manager,4704,14,2,Yes,Frequently,3,No
11036,52,Research & Development,Manager,14322,0,3,No,Travel_Rarely,4,No
11037,27,Research & Development,Developer,4392,9,3,No,Travel_Rarely,3,No
11038,56,Research & Development,Analyst,9518,5,1,No,Travel_Rarely,3,No
11039,36,Research & Development,Sales Executive,13121,21,4,No,Frequently,3,Yes
11040,50,Research & Development,Research Scientist,5593,12,1,No,Travel_Rarely,3,No
11041,24,Research & Development,Analyst,3473,9,1,No,Travel_Rarely,3,No
11042,32,Human Resources,Research Scientist,6524,11,2,Yes,Travel_Rarely,3,No
11043,24,Sales,Analyst,13334,23,2,No,Travel_Rarely,3,No
11044,49,Research & Development,Sales Executive,12134,5,3,No,Travel_Rarely,3,No
11045,31,Research & Development,Research Scientist,9115,5,3,No,Rarely,3,No
11046,54,Sales,Manager,6829,0,3,No,Frequently,3,No
11047,37,Research & Development,Developer,9215,11,2,No,Travel_Rarely,3,No
11048,31,Research & Development,Research Scientist,3977,22,3,No,Frequently,3,No
11049,54,Research & Development,HR Specialist,8189,22,3,No,Frequently,3,Yes
11050,57,Research & Development,Sales Executive,11462,9,2,No,Travel_Rarely,3,No
11051,24,Research & Development,Sales Executive,9829,24,4,Yes,Rarely,3,Yes
11052,26,Human Resources,HR Specialist,8944,13,1,No,Travel_Rarely,4,No
11053,33,Research & Development,Analyst,10997,14,2,No,Rarely,4,Yes
11054,34,Sales,Developer,2501,22,3,No,Travel_Rarely,3,No
11055,45,Research & Development,Analyst,10962,23,1,Yes,Travel_Rarely,3,No
11056,53,Research & Development,HR Specialist,15208,3,2,No,Rarely,3,Yes
11057,37,Human Resources,HR Specialist,13906,24,1,No,Travel_Rarely,4,No
11058,53,Research & Development,Developer,9343,0,1,No,Travel_Rarely,3,No
11059,58,Research & Development,HR Specialist,11555,7,4,No,Frequently,3,No
11060,57,Human Resources,HR Specialist,8472,2,3,No,Travel_Rarely,3,No
11061,42,Research & Development,Research Scientist,17795,13,2,Yes,Travel_Rarely,4,No
11062,33,Human Resources,Developer,17829,16,3,No,Rarely,3,No
11063,42,Research & Development,Sales Executive,10403,1,4,Yes,Rarely,3,Yes
11064,42,Human Resources,Analyst,7605,14,4,No,Travel_Rarely,3,No
11065,27,Research & Development,Sales Executive,17714,5,2,Yes,Travel_Rarely,3,No
11066,30,Research & Development,Sales Executive,13431,4,2,Yes,Travel_Rarely,3,Yes
11067,22,Research & Development,Research Scientist,10202,13,4,Yes,Travel_Rarely,4,No
11068,33,Human Resources,Analyst,5414,18,2,No,Travel_Rarely,4,No
11069,35,Research & Development,Sales Executive,7656,8,1,No,Travel_Rarely,3,No
11070,27,Research & Development,Developer,10798,7,1,No,Travel_Rarely,4,No
11071,22,Research & Development,Analyst,16636,2,4,No,Travel_Rarely,3,No
11072,43,Research & Development,Manager,5668,17,3,No,Rarely,3,No
11073,55,Sales,Research Scientist,17116,7,2,No,Travel_Rarely,4,No
11074,32,Research & Development,Sales Executive,15921,15,2,Yes,Travel_Rarely,3,No
11075,24,Research & Development,HR Specialist,15336,14,1,No,Travel_Rarely,3,No
11076,27,Sales,Analyst,5099,20,2,No,Travel_Rarely,4,No
11077,27,Human Resources,Manager,8216,14,3,No,Travel_Rarely,3,No
11078,41,Research & Development,HR Specialist,16625,15,2,Yes,Travel_Rarely,3,No
11079,42,Research & Development,Manager,4735,24,2,Yes,Travel_Rarely,4,No
11080,23,Research & Development,Sales Executive,5299,0,1,Yes,Travel_Rarely,3,No
11081,47,Research & Development,HR Specialist,9513,9,2,No,Frequently,3,No
11082,52,Research & Development,Sales Executive,12203,18,4,Yes,Travel_Rarely,3,No
11083,47,Research & Development,HR Specialist,7973,4,4,No,Travel_Rarely,3,No
11084,53,Research & Development,Analyst,2518,17,3,No,Travel_Rarely,3,No
11085,31,Research & Development,Developer,3358,2,3,No,Travel_Rarely,3,No
11086,44,Sales,Developer,12108,3,3,Yes,Travel_Rarely,3,No
11087,27,Research & Development,Manager,7880,3,3,Yes,Rarely,3,No
11088,44,Research & Development,Research Scientist,5532,10,1,No,Travel_Rarely,3,No
11089,49,Research & Development,HR Specialist,7005,8,2,No,Travel_Rarely,3,No
11090,51,Sales,Sales Executive,12118,0,1,No,Travel_Rarely,4,No
11091,35,Human Resources,Research Scientist,8289,24,3,No,Travel_Rarely,3,Yes
11092,58,Research & Development,Analyst,5031,15,2,No,Frequently,4,No
11093,53,Research & Development,Analyst,9971,8,4,No,Travel_Rarely,3,Yes
11094,55,Research & Development,Analyst,7219,10,1,No,Travel_Rarely,3,Yes
